,account,comments,date,likes,text,url
20,capucha_informa,2.0,2020-11-03 15:19:41,636.0,"AYER │Montevideo, Uruguay: Este fin de semana, en varias ciudades de territorio ocupado por el estado uruguayo, con la excusa de las medidas sanitarias, la policía militarizada desarrollo operativos represivos con un despliegue claramente intimidatorio de motos, balas de goma, armas largas, lumas, escudos y decenas de efectivos para desalojar espacios públicos de reunión, en un país que no tuvo ni tiene medidas de confinamiento obligatorio ni toque de queda.

Las jornadas terminaron con 14 detenidos confirmados y fueron direccionadas particularmente a jóvenes, adolescentes y personas de la comunidad afro. Agravado por el aval de la reciente aprobación de la llamada Ley de Urgente Consideración y sus artículos más regresivos, estas acciones no son un hecho aislado sino que visualizan una forma de accionar del aparato represivo cada vez menos preocupado por guardar las apariencias.

Ayer en la tarde, cientos de personas, organizaciones y colectivas se reunieron en una de las plazas de Montevideo donde la represión fue mas brutal para una movilizacion antirepresiva, bajo la consigna “contra la violencia policial, acción directa y solidaridad” en repudio al accionar del aparato represivo del estado y en apoyo a quienes fueron baleados, golpeados, violentados y detenidos.",https://instagram.fscl12-1.fna.fbcdn.net/v/t51.2885-15/e35/123286312_664817487510592_3258054686729137975_n.jpg?_nc_ht=instagram.fscl12-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=KXemi71FDJgAX8cEBsR&tp=18&oh=249cd161519cf8a4ba366c068b7e0b75&oe=5FCB599C&ig_cache_key=MjQzNDM0Njg2MzYwMjk3MjA4Mg%3D%3D.2
21,capucha_informa,232.0,2020-11-03 15:16:05,8802.0,"#NoMasCiclistasMuertxs │ Asesinos al volante 

Así es como los los conductores irresponsables (micro) terminan con la vida de lxs ciclistas, conductores que no respetan los semáforos, las vías exclusivas, la velocidad, las ciclovías y menos la vida de las otras personas. 

Vía @revolucionciclista",https://instagram.fscl12-1.fna.fbcdn.net/v/t51.2885-15/e35/123568311_371663187220516_4730683349565822309_n.jpg?_nc_ht=instagram.fscl12-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=nZjzX81wnNAAX86CxIp&tp=18&oh=e64a68eef151f51824511f9b55076fea&oe=5FA4B64B
22,capucha_informa,6.0,2020-11-03 15:15:07,1372.0,"NOVIEMBRE │ Lxs Secundarixs continúan movilizadxs y despiertxs. 

""Mientras los poderosos celebran su victoria, los secundarios debemos luchar y organizarnos hasta conseguir la educación digna, porque con una nueva constitución no la traerá.""

Vía @secundariosenrebeldia",https://instagram.fscl12-1.fna.fbcdn.net/v/t51.2885-15/e35/123252561_880696059427050_4765641114723100065_n.jpg?_nc_ht=instagram.fscl12-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=r1Gf01Pbc44AX-IBfpv&tp=18&oh=625d5eaee1cb233cedd1db1211950700&oe=5FCBBF28
23,capucha_informa,7.0,2020-11-03 14:36:06,1783.0,"#LibertadALosPresosPoliticos  Esta mañana el Séptimo Tribunal Oral en lo Penal de Santiago anunció la absolución y libertad inmediata de Daniel Morales Muñoz y su sobrino, el adolescente B.E.S.M. El Ministerio Público había solicitado 20 años de cárcel para Morales, y 10 años de internación provisoria para el NNA, en base a pruebas que ahora fueron declaradas ilegales.

El link a la nota en nuestras historias. 📲📱

https://bit.ly/3jSINp6",https://instagram.fscl12-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/123517265_381732983014290_6569715112658222713_n.jpg?_nc_ht=instagram.fscl12-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=Dan5qzXIqkUAX84RNm_&oh=ee9958db05d0358ee5b83bafe720b150&oe=5FCBA674&ig_cache_key=MjQzNDMyNDkyNjcwNTM2ODAyNg%3D%3D.2
24,capucha_informa,20.0,2020-11-03 03:51:56,1047.0,"Se ha hecho historia, se ganó un plebiscito de manera aplastante para modificar la constitución, un gran logro para el pueblo movilizado, o eso es lo que nos quieren hacer pensar. Si bien es innegable que el domingo se hizo historia, deberíamos tener cuidado de creer que la ciudadanía está siendo conductora de los cambios. Al contrario, los pueblos sólo son testigos de la transfiguración del Estado Guzmaniano. Hay que ser claros, el Apruebo ha triunfado en un proceso impuesto desde arriba; se ha confirmado en una suerte de gran encuesta lo que el año pasado era obvio, el anhelo de un cambio radical en la estructura de Chile. Antes de celebrar este supuesto triunfo nos debemos preguntar ¿por qué un plebiscito si las fuerzas históricas ya hablaron fuerte en las calles?

Enlace a la noticia en el link de nuestra bio o nuestras historias 📲

https://capuchainformativa.org/proceso-constitucional-que-esperanza-real-de-cambio-tenemos/",https://instagram.fscl12-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/123324556_397549511624317_2356453425710036881_n.jpg?_nc_ht=instagram.fscl12-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=Bc_PVcQoshwAX8e0oDg&oh=ac18cf2b2b154bcdf0fc613f4381cb2f&oe=5FCCFF18&ig_cache_key=MjQzNDAwMDcwODcxNzI4NjQ1OA%3D%3D.2
25,capucha_informa,6.0,2020-11-03 03:46:09,848.0,"El General Enrique Bassaletti, jefe de la Zona Este de Santiago, cuenta con un sumario de Contraloría por su responsabilidad administrativa, y de otros seis generales, por la represión policial que sufrieron manifestantes durante la revuelta social. En noviembre del 2019, se refería a esta situación con declaraciones [nefastas] donde utilizaba como ejemplo los tratamientos tradicionales contra el cáncer para justificar la violencia ejercida: “para matar células malas, a veces se matan células buenas”.

A esto se le suma una nueva denuncia en Contraloría interpuesta por la Diputada Cristina Girardi, donde se exige que el organismo se pronuncie, investigue y fiscalice al general por “posibles faltas a la probidad e incumplimiento de la normativa pública y administrativa”.

Enlace a la noticia en el link de nuestra bio o nuestras historias 📲

https://capuchainformativa.org/altos-mandos-de-carabineros-involucrados-en-denuncia-por-conflicto-de-intereses-y-utilizacion-de-recursos-publicos-con-chiletabacos/",https://instagram.fscl12-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/123285230_112280930567319_4680986209488419146_n.jpg?_nc_ht=instagram.fscl12-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=rbToSimEWUwAX_kLkil&oh=3e04310db5f6cd1ee63b3eab14e85fe8&oe=5FCBD5B6&ig_cache_key=MjQzMzk5Nzc5MjE4Mjk5NjA3OQ%3D%3D.2
26,capucha_informa,58.0,2020-11-03 03:37:31,1515.0,"El miércoles recién pasado, el Consejo Regional de Aysén y sus integrantes se enteraron de que el viernes 30 de Octubre, se debía votar una propuesta de concesión onerosa por 30 años de alrededor de 10 mil hectáreas a la fundación Parque La Tapera, fundación estrechamente vinculada a la familia Luksic. Esta solicitud se habría hecho a través del Ministerio de Bienes Nacionales, quien habría puesto en votación consultiva y no vinculante la discusión del proyecto.

La fundación es presidida por Maria Paola Luksic Fontbona, y ya habría adquirido, a través de la fundación y para el Parque La Tapera, otras 12 mil hectáreas colindantes al Parque Nacional Bernardo O’Higgins entre los años 2014 y 2017. El proyecto consiste en la cesión de 10.060 hectáreas cercanas al glaciar Jorge Montt, en la comuna de Tortel, a la fundación para el desarrollo de actividades económicas de turismo y la conservación, y se establece una renta concesional anual por 450 UF. El sector que se busca anexar es de suma importancia y estratégico, ya que es la principal conexión terrestre de la zona con Magallanes para la proyección de la carretera Austral Sur.

Enlace a la noticia en el link de nuestra bio o nuestras historias 📲

https://capuchainformativa.org/gobierno-ingresa-proyecto-en-aysen-para-ceder-10-mil-hectareas-protegidas-a-fundacion-vinculada-a-familia-luksic/",https://instagram.fscl12-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/123491525_400335291096878_1308366611801579055_n.jpg?_nc_ht=instagram.fscl12-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=pyinkOgXxEkAX_bsbSX&oh=2b477c8830d0796e4804630f19961e11&oe=5FCBD115&ig_cache_key=MjQzMzk5MzQ0Nzg5MDU2ODI2Nw%3D%3D.2
27,capucha_informa,27.0,2020-11-03 02:28:06,517.0,"La jefa de la cartera, Consuelo Valdés, se refirió al presupuesto que recibirá el próximo año y que espera que sea de un 1%.

Este lunes la ministra de las Culturas y de las Artes, Consuelo Valdés habló del presupuesto que recibirá su cartera para 2021. En esa línea, aseguró que: “son recursos de todos los chilenos y un peso que se coloque en cultura es porque se deja de colocar en otro programa o necesidad de los ciudadanos”.

Durante una entrevista en CNN Chile, Valdés habló del presupuesto de su cartera que se espera sea de un 1%. “La pandemia y el estallido social de octubre ha golpeado en forma muy inesperada y muy severa al sector cultural”, señaló.

Además, la ministra aseguró que “el ministerio no tiene atribuciones para entregar ayudas sociales”, a pesar de la consulta sobre colectivos de arte de marzo, pero que sí trabajaron en “convocatorias y fondos especiales”. Algo que obviamente nunca existió.

Enlace a la noticia en el link de nuestra bio o nuestras historias 📲

https://capuchainformativa.org/ministra-de-las-in-culturas-cada-peso-en-cultura-se-deja-de-colocar-en-otro-programa-o-necesidad-de-los-ciudadanos/",https://instagram.fscl12-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/123415315_119637673253608_5040214684654821169_n.jpg?_nc_ht=instagram.fscl12-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=f1c5sb95xU8AX9z5OUa&oh=7620d73a210fdb7fccd43d5129a09fde&oe=5FCCD9D8&ig_cache_key=MjQzMzk1ODUxMjM2NjU0NDc5MA%3D%3D.2
28,capucha_informa,0.0,2020-11-03 01:30:37,199.0,"CAPUCHA PODCAST │En este capítulo especial, discutimos sobre las diferentes contradicciones que atraviesan la sociedad y el Estado norteamericano, reflexionando sobre las distintas fformas en que nos vemos influenciados por el Imperio norteamericano en decadencia.

Puedes escucharlo en Youtube o en Spotify, enlace en el link de nuestra bio o nuestras historias 📲

https://www.youtube.com/watch?v=fnQ6_OxAZ4o",https://instagram.fscl12-1.fna.fbcdn.net/v/t51.2885-15/e35/123283263_188336159430518_998531768912621855_n.jpg?_nc_ht=instagram.fscl12-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=3DN3J42up5gAX-16hCF&tp=18&oh=86557ffa735b84aa4adac23dae5087da&oe=5FCD2235&ig_cache_key=MjQzMzkyOTU3NDQ3MDgzNTQwNQ%3D%3D.2
29,capucha_informa,32.0,2020-11-02 19:42:35,2853.0,"JUSTICIA $HILENA │ Anderson Rayo Andrade 
 
Tribunal Oral en lo Penal de Punta Arenas dio por cumplida  la pena de Anderson Rayo tras haber roto un vidrio de una sucursal de banco Estado durante la revuelta y que lo mantuvo durante un año en prisión preventiva.
 
La sentencia se dio a conocer el día de ayer a las 13:00 donde fue condenado a 100 días de reclusión por desórdenes públicos y 200 días  por daños simples, pena que el tribunal dio ""por cumplida"" tras llevar más de 300 días cumpliendo prisión preventiva, Anderson quedó con arraigo nacional y firma quincenal.
 
La fiscalía perseguía una pena de 6 años para el imputado ya que el Ministerio Público lo había acusado por ""daños a monumentos nacionales"", acusación que precisamente buscaba que el imputado fuera condenado con la mayor cantidad de años posibles por romper un vidrio y que fue recalificada como daños simples, en los próximos días se espera que se interponga un recurso de nulidad ante la Corte de Apelaciones para desestimar la decisión de los jueces.
 
$hile el único país del mundo donde los violadores y corruptos están sueltos y por romper un vidrio te vas preso.",https://instagram.fscl12-1.fna.fbcdn.net/v/t51.2885-15/e35/123213494_125942135705332_888422562096797064_n.jpg?_nc_ht=instagram.fscl12-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=nPcirdXQ5rkAX9cYiKt&tp=18&oh=f4adb776b900dd832755f5863d7b58a9&oe=5FCB617B&ig_cache_key=MjQzMzc1NDQwNTE2MDcwMTI0NA%3D%3D.2
